OrderID,CustomerID,EmployeeID,RequiredDate,ShippedDate,ShipVia,Freight,ShipName,ShipAddress,ShipCity,ShipRegion,ShipPostalCode,ShipCountry,OrderDate,ProductID,UnitPrice,Quantity,Discount,_Sales
10591,VAFFE,1,06-12-2023,01-12-2023,1,55.92,Vaffeljernet,Smagsloget 45,Århus,,8200,Denmark,22-11-2023,3,10,14,0,140
10583,WARTH,2,13-12-2023,19-11-2023,2,7.28,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,15-11-2023,29,123.79,10,0,1237.9
10578,BSBEV,4,07-12-2023,10-12-2023,3,29.6,B's Beverages,Fauntleroy Circus,London,,EC2 5NT,UK,09-11-2023,57,19.5,6,0,117
10578,BSBEV,4,07-12-2023,10-12-2023,3,29.6,B's Beverages,Fauntleroy Circus,London,,EC2 5NT,UK,09-11-2023,35,18,20,0,360
10572,BERGS,3,01-12-2023,10-11-2023,2,116.43,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,03-11-2023,40,18.4,50,0,920
10568,GALED,3,26-11-2023,24-11-2023,3,6.54,Galería del gastronómo,"Rambla de Cataluña, 23",Barcelona,,8022,Spain,29-10-2023,10,31,5,0,155
10561,FOLKO,2,19-11-2023,25-10-2023,2,242.21,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden,22-10-2023,51,53,50,0,2650
10561,FOLKO,2,19-11-2023,25-10-2023,2,242.21,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden,22-10-2023,44,19.45,10,0,194.5
10556,SIMOB,2,30-11-2023,29-10-2023,1,9.8,Simons bistro,Vinbæltet 34,Kobenhavn,,1734,Denmark,19-10-2023,72,34.8,24,0,835.2
10553,WARTH,2,12-11-2023,19-10-2023,2,149.49,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,15-10-2023,35,18,6,0,108
10553,WARTH,2,12-11-2023,19-10-2023,2,149.49,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,15-10-2023,31,12.5,30,0,375
10553,WARTH,2,12-11-2023,19-10-2023,2,149.49,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,15-10-2023,22,21,24,0,504
10553,WARTH,2,12-11-2023,19-10-2023,2,149.49,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,15-10-2023,16,17.45,14,0,244.3
10553,WARTH,2,12-11-2023,19-10-2023,2,149.49,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,15-10-2023,11,21,15,0,315
10550,GODOS,7,10-11-2023,22-10-2023,3,4.32,Godos Cocina Típica,"C/ Romero, 33",Sevilla,,41101,Spain,13-10-2023,19,9.2,10,0,92
10551,FURIB,4,24-11-2023,22-10-2023,3,72.95,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,1675,Portugal,13-10-2023,44,19.45,40,0,778
10547,SEVES,3,05-11-2023,18-10-2023,2,178.43,Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,UK,08-10-2023,36,19,60,0,1140
10539,BSBEV,6,29-10-2023,08-10-2023,3,12.36,B's Beverages,Fauntleroy Circus,London,,EC2 5NT,UK,01-10-2023,49,20,6,0,120
10539,BSBEV,6,29-10-2023,08-10-2023,3,12.36,B's Beverages,Fauntleroy Circus,London,,EC2 5NT,UK,01-10-2023,33,2.5,15,0,37.5
10539,BSBEV,6,29-10-2023,08-10-2023,3,12.36,B's Beverages,Fauntleroy Circus,London,,EC2 5NT,UK,01-10-2023,21,10,15,0,150
10539,BSBEV,6,29-10-2023,08-10-2023,3,12.36,B's Beverages,Fauntleroy Circus,London,,EC2 5NT,UK,01-10-2023,13,6,8,0,48
10538,BSBEV,9,28-10-2023,01-10-2023,3,4.87,B's Beverages,Fauntleroy Circus,London,,EC2 5NT,UK,30-09-2023,72,34.8,1,0,34.8
10538,BSBEV,9,28-10-2023,01-10-2023,3,4.87,B's Beverages,Fauntleroy Circus,London,,EC2 5NT,UK,30-09-2023,70,15,7,0,105
10537,RICSU,1,13-10-2023,04-10-2023,1,78.85,Richter Supermarkt,Starenweg 5,Genève,,1204,Switzerland,29-09-2023,51,53,6,0,318
10537,RICSU,1,13-10-2023,04-10-2023,1,78.85,Richter Supermarkt,Starenweg 5,Genève,,1204,Switzerland,29-09-2023,58,13.25,20,0,265
10537,RICSU,1,13-10-2023,04-10-2023,1,78.85,Richter Supermarkt,Starenweg 5,Genève,,1204,Switzerland,29-09-2023,31,12.5,30,0,375
10537,RICSU,1,13-10-2023,04-10-2023,1,78.85,Richter Supermarkt,Starenweg 5,Genève,,1204,Switzerland,29-09-2023,72,34.8,21,0,730.8
10537,RICSU,1,13-10-2023,04-10-2023,1,78.85,Richter Supermarkt,Starenweg 5,Genève,,1204,Switzerland,29-09-2023,73,15,9,0,135
10533,FOLKO,8,25-10-2023,07-10-2023,1,188.04,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden,27-09-2023,72,34.8,24,0,835.2
10532,EASTC,7,22-10-2023,27-09-2023,3,74.46,Eastern Connection,35 King George,London,,WX3 6FW,UK,24-09-2023,30,25.89,15,0,388.35
10532,EASTC,7,22-10-2023,27-09-2023,3,74.46,Eastern Connection,35 King George,London,,WX3 6FW,UK,24-09-2023,66,17,24,0,408
10530,PICCO,3,21-10-2023,27-09-2023,2,339.22,Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria,23-09-2023,76,18,50,0,900
10530,PICCO,3,21-10-2023,27-09-2023,2,339.22,Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria,23-09-2023,61,28.5,20,0,570
10530,PICCO,3,21-10-2023,27-09-2023,2,339.22,Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria,23-09-2023,43,46,25,0,1150
10530,PICCO,3,21-10-2023,27-09-2023,2,339.22,Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria,23-09-2023,17,39,40,0,1560
10531,OCEAN,7,21-10-2023,04-10-2023,1,8.12,Océano Atlántico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,,1010,Argentina,23-09-2023,59,55,2,0,110
10529,MAISD,5,20-10-2023,24-09-2023,2,66.69,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,,B-1180,Belgium,22-09-2023,69,36,10,0,360
10529,MAISD,5,20-10-2023,24-09-2023,2,66.69,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,,B-1180,Belgium,22-09-2023,68,12.5,20,0,250
10529,MAISD,5,20-10-2023,24-09-2023,2,66.69,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,,B-1180,Belgium,22-09-2023,55,24,14,0,336
10526,WARTH,4,18-10-2023,30-09-2023,2,58.59,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,20-09-2023,13,6,10,0,60
10524,BERGS,1,14-10-2023,22-09-2023,2,244.79,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,16-09-2023,54,7.45,15,0,111.75
10524,BERGS,1,14-10-2023,22-09-2023,2,244.79,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,16-09-2023,43,46,60,0,2760
10524,BERGS,1,14-10-2023,22-09-2023,2,244.79,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,16-09-2023,30,25.89,10,0,258.9
10524,BERGS,1,14-10-2023,22-09-2023,2,244.79,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,16-09-2023,10,31,2,0,62
10520,SANTG,7,12-10-2023,16-09-2023,1,13.37,Santé Gourmet,Erling Skakkes gate 78,Stavern,,4110,Norway,14-09-2023,24,4.5,8,0,36
10520,SANTG,7,12-10-2023,16-09-2023,1,13.37,Santé Gourmet,Erling Skakkes gate 78,Stavern,,4110,Norway,14-09-2023,53,32.8,5,0,164
10521,CACTU,8,12-10-2023,17-09-2023,2,17.22,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,,1010,Argentina,14-09-2023,41,9.65,10,0,96.5
10521,CACTU,8,12-10-2023,17-09-2023,2,17.22,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,,1010,Argentina,14-09-2023,68,12.5,6,0,75
10521,CACTU,8,12-10-2023,17-09-2023,2,17.22,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,,1010,Argentina,14-09-2023,35,18,3,0,54
10519,CHOPS,6,11-10-2023,16-09-2023,3,91.76,Chop-suey Chinese,Hauptstr. 31,Bern,,3012,Switzerland,13-09-2023,56,38,40,0,1520
10517,NORTS,3,07-10-2023,14-09-2023,3,32.07,North/South,South House 300 Queensbridge,London,,SW7 1RZ,UK,09-09-2023,70,15,6,0,90
10517,NORTS,3,07-10-2023,14-09-2023,3,32.07,North/South,South House 300 Queensbridge,London,,SW7 1RZ,UK,09-09-2023,52,7,6,0,42
10517,NORTS,3,07-10-2023,14-09-2023,3,32.07,North/South,South House 300 Queensbridge,London,,SW7 1RZ,UK,09-09-2023,59,55,4,0,220
10514,ERNSH,3,05-10-2023,01-10-2023,2,789.95,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,07-09-2023,75,7.75,50,0,387.5
10514,ERNSH,3,05-10-2023,01-10-2023,2,789.95,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,07-09-2023,65,21.05,39,0,820.95
10514,ERNSH,3,05-10-2023,01-10-2023,2,789.95,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,07-09-2023,56,38,70,0,2660
10514,ERNSH,3,05-10-2023,01-10-2023,2,789.95,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,07-09-2023,28,45.6,35,0,1596
10514,ERNSH,3,05-10-2023,01-10-2023,2,789.95,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,07-09-2023,20,81,39,0,3159
10489,PICCO,6,10-09-2023,25-08-2023,2,5.29,Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria,13-08-2023,16,13.9,18,0,250.2
10484,BSBEV,3,06-09-2023,17-08-2023,3,6.88,B's Beverages,Fauntleroy Circus,London,,EC2 5NT,UK,09-08-2023,51,42.4,3,0,127.2
10484,BSBEV,3,06-09-2023,17-08-2023,3,6.88,B's Beverages,Fauntleroy Circus,London,,EC2 5NT,UK,09-08-2023,40,14.7,10,0,147
10484,BSBEV,3,06-09-2023,17-08-2023,3,6.88,B's Beverages,Fauntleroy Circus,London,,EC2 5NT,UK,09-08-2023,21,8,14,0,112
10477,PRINI,5,30-08-2023,10-08-2023,2,13.02,Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,,1756,Portugal,02-08-2023,1,14.4,15,0,216
10472,SEVES,8,25-08-2023,04-08-2023,1,4.2,Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,UK,28-07-2023,51,42.4,18,0,763.2
10471,BSBEV,2,24-08-2023,03-08-2023,3,45.59,B's Beverages,Fauntleroy Circus,London,,EC2 5NT,UK,27-07-2023,56,30.4,20,0,608
10471,BSBEV,2,24-08-2023,03-08-2023,3,45.59,B's Beverages,Fauntleroy Circus,London,,EC2 5NT,UK,27-07-2023,7,24,30,0,720
10467,MAGAA,8,19-08-2023,27-07-2023,2,4.93,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy,22-07-2023,25,11.2,12,0,134.4
10467,MAGAA,8,19-08-2023,27-07-2023,2,4.93,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy,22-07-2023,24,3.6,28,0,100.8
10465,VAFFE,1,18-08-2023,30-07-2023,3,145.04,Vaffeljernet,Smagsloget 45,Århus,,8200,Denmark,21-07-2023,50,13,25,0,325
10465,VAFFE,1,18-08-2023,30-07-2023,3,145.04,Vaffeljernet,Smagsloget 45,Århus,,8200,Denmark,21-07-2023,40,14.7,20,0,294
10465,VAFFE,1,18-08-2023,30-07-2023,3,145.04,Vaffeljernet,Smagsloget 45,Århus,,8200,Denmark,21-07-2023,24,3.6,25,0,90
10463,SUPRD,5,17-08-2023,22-07-2023,3,14.78,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,20-07-2023,42,11.2,50,0,560
10463,SUPRD,5,17-08-2023,22-07-2023,3,14.78,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,20-07-2023,19,7.3,21,0,153.3
10464,FURIB,4,17-08-2023,30-07-2023,2,89,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,1675,Portugal,20-07-2023,60,27.2,20,0,544
10464,FURIB,4,17-08-2023,30-07-2023,2,89,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,1675,Portugal,20-07-2023,43,36.8,3,0,110.4
10462,CONSH,2,16-08-2023,03-08-2023,1,6.17,Consolidated Holdings,Berkeley Gardens 12  Brewery,London,,WX1 6LT,UK,19-07-2023,23,7.2,21,0,151.2
10462,CONSH,2,16-08-2023,03-08-2023,1,6.17,Consolidated Holdings,Berkeley Gardens 12  Brewery,London,,WX1 6LT,UK,19-07-2023,13,4.8,1,0,4.8
10458,SUPRD,7,11-08-2023,20-07-2023,3,147.06,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,14-07-2023,28,36.4,30,0,1092
10458,SUPRD,7,11-08-2023,20-07-2023,3,147.06,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,14-07-2023,26,24.9,30,0,747
10458,SUPRD,7,11-08-2023,20-07-2023,3,147.06,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,14-07-2023,56,30.4,15,0,456
10458,SUPRD,7,11-08-2023,20-07-2023,3,147.06,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,14-07-2023,71,17.2,50,0,860
10458,SUPRD,7,11-08-2023,20-07-2023,3,147.06,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,14-07-2023,43,36.8,20,0,736
10455,WARTH,8,23-08-2023,19-07-2023,2,180.45,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,12-07-2023,71,17.2,30,0,516
10455,WARTH,8,23-08-2023,19-07-2023,2,180.45,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,12-07-2023,61,22.8,25,0,570
10455,WARTH,8,23-08-2023,19-07-2023,2,180.45,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,12-07-2023,53,26.2,50,0,1310
10455,WARTH,8,23-08-2023,19-07-2023,2,180.45,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,12-07-2023,39,14.4,20,0,288
10448,RANCH,4,02-08-2023,12-07-2023,2,38.82,Rancho grande,Av. del Libertador 900,Buenos Aires,,1010,Argentina,05-07-2023,40,14.7,20,0,294
10448,RANCH,4,02-08-2023,12-07-2023,2,38.82,Rancho grande,Av. del Libertador 900,Buenos Aires,,1010,Argentina,05-07-2023,26,24.9,6,0,149.4
10445,BERGS,3,29-07-2023,08-07-2023,1,9.3,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,01-07-2023,54,5.9,15,0,88.5
10445,BERGS,3,29-07-2023,08-07-2023,1,9.3,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,01-07-2023,39,14.4,6,0,86.4
10444,BERGS,3,28-07-2023,09-07-2023,3,3.5,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,30-06-2023,17,31.2,10,0,312
10444,BERGS,3,28-07-2023,09-07-2023,3,3.5,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,30-06-2023,35,14.4,8,0,115.2
10444,BERGS,3,28-07-2023,09-07-2023,3,3.5,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,30-06-2023,26,24.9,15,0,373.5
10443,REGGC,8,28-07-2023,02-07-2023,1,13.95,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,42100,Italy,30-06-2023,28,36.4,12,0,436.8
10444,BERGS,3,28-07-2023,09-07-2023,3,3.5,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,30-06-2023,41,7.7,30,0,231
10442,ERNSH,3,27-07-2023,06-07-2023,2,47.94,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,29-06-2023,66,13.6,60,0,816
10442,ERNSH,3,27-07-2023,06-07-2023,2,47.94,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,29-06-2023,54,5.9,80,0,472
10442,ERNSH,3,27-07-2023,06-07-2023,2,47.94,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,29-06-2023,11,16.8,30,0,504
10437,WARTH,8,21-07-2023,30-06-2023,1,19.97,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,23-06-2023,53,26.2,15,0,393
10435,CONSH,8,03-08-2023,25-06-2023,2,9.21,Consolidated Holdings,Berkeley Gardens 12  Brewery,London,,WX1 6LT,UK,22-06-2023,72,27.8,10,0,278
10435,CONSH,8,03-08-2023,25-06-2023,2,9.21,Consolidated Holdings,Berkeley Gardens 12  Brewery,London,,WX1 6LT,UK,22-06-2023,22,16.8,12,0,201.6
10435,CONSH,8,03-08-2023,25-06-2023,2,9.21,Consolidated Holdings,Berkeley Gardens 12  Brewery,London,,WX1 6LT,UK,22-06-2023,2,15.2,10,0,152
10434,FOLKO,3,19-07-2023,01-07-2023,2,17.92,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden,21-06-2023,11,16.8,6,0,100.8
10433,PRINI,3,19-07-2023,20-07-2023,3,73.83,Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,,1756,Portugal,21-06-2023,56,30.4,28,0,851.2
10430,ERNSH,4,01-07-2023,21-06-2023,1,458.78,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,17-06-2023,21,8,50,0,400
10430,ERNSH,4,01-07-2023,21-06-2023,1,458.78,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,17-06-2023,56,30.4,30,0,912
10428,REGGC,7,13-07-2023,22-06-2023,1,11.09,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,42100,Italy,15-06-2023,46,9.6,20,0,192
10427,PICCO,4,12-07-2023,19-07-2023,2,31.29,Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria,14-06-2023,14,18.6,35,0,651
10426,GALED,4,12-07-2023,24-06-2023,1,18.69,Galería del gastronómo,"Rambla de Cataluña, 23",Barcelona,,8022,Spain,14-06-2023,64,26.6,7,0,186.2
10426,GALED,4,12-07-2023,24-06-2023,1,18.69,Galería del gastronómo,"Rambla de Cataluña, 23",Barcelona,,8022,Spain,14-06-2023,56,30.4,5,0,152
10422,FRANS,2,07-07-2023,18-06-2023,1,3.02,Franchi S.p.A.,Via Monte Bianco 34,Torino,,10100,Italy,09-06-2023,26,24.9,2,0,49.8
10416,WARTH,8,01-07-2023,14-06-2023,3,22.72,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,03-06-2023,19,7.3,20,0,146
10416,WARTH,8,01-07-2023,14-06-2023,3,22.72,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,03-06-2023,53,26.2,10,0,262
10416,WARTH,8,01-07-2023,14-06-2023,3,22.72,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,03-06-2023,57,15.6,20,0,312
10417,SIMOB,4,01-07-2023,15-06-2023,3,70.29,Simons bistro,Vinbæltet 34,Kobenhavn,,1734,Denmark,03-06-2023,77,10.4,35,0,364
10417,SIMOB,4,01-07-2023,15-06-2023,3,70.29,Simons bistro,Vinbæltet 34,Kobenhavn,,1734,Denmark,03-06-2023,38,210.8,50,0,10540
10409,OCEAN,3,24-06-2023,01-06-2023,1,29.83,Océano Atlántico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,,1010,Argentina,27-05-2023,14,18.6,12,0,223.2
10409,OCEAN,3,24-06-2023,01-06-2023,1,29.83,Océano Atlántico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,,1010,Argentina,27-05-2023,21,8,12,0,96
10402,ERNSH,8,01-07-2023,28-05-2023,2,67.88,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,20-05-2023,63,35.1,65,0,2281.5
10402,ERNSH,8,01-07-2023,28-05-2023,2,67.88,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,20-05-2023,23,7.2,60,0,432
10400,EASTC,1,16-06-2023,03-06-2023,3,83.93,Eastern Connection,35 King George,London,,WX3 6FW,UK,19-05-2023,49,16,30,0,480
10400,EASTC,1,16-06-2023,03-06-2023,3,83.93,Eastern Connection,35 King George,London,,WX3 6FW,UK,19-05-2023,35,14.4,35,0,504
10400,EASTC,1,16-06-2023,03-06-2023,3,83.93,Eastern Connection,35 King George,London,,WX3 6FW,UK,19-05-2023,29,99,21,0,2079
10399,VAFFE,8,01-06-2023,26-05-2023,3,27.36,Vaffeljernet,Smagsloget 45,Århus,,8200,Denmark,18-05-2023,68,10,60,0,600
10399,VAFFE,8,01-06-2023,26-05-2023,3,27.36,Vaffeljernet,Smagsloget 45,Århus,,8200,Denmark,18-05-2023,71,17.2,30,0,516
10399,VAFFE,8,01-06-2023,26-05-2023,3,27.36,Vaffeljernet,Smagsloget 45,Århus,,8200,Denmark,18-05-2023,77,10.4,14,0,145.6
10399,VAFFE,8,01-06-2023,26-05-2023,3,27.36,Vaffeljernet,Smagsloget 45,Århus,,8200,Denmark,18-05-2023,76,14.4,35,0,504
10392,PICCO,2,08-06-2023,19-05-2023,3,122.46,Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria,11-05-2023,69,28.8,50,0,1440
10390,ERNSH,6,07-06-2023,13-05-2023,1,126.38,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,10-05-2023,46,9.6,45,0,432
10388,SEVES,2,03-06-2023,07-05-2023,1,34.86,Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,UK,06-05-2023,53,26.2,40,0,1048
10387,SANTG,1,02-06-2023,07-05-2023,2,93.63,Santé Gourmet,Erling Skakkes gate 78,Stavern,,4110,Norway,05-05-2023,59,44,12,0,528
10387,SANTG,1,02-06-2023,07-05-2023,2,93.63,Santé Gourmet,Erling Skakkes gate 78,Stavern,,4110,Norway,05-05-2023,28,36.4,6,0,218.4
10387,SANTG,1,02-06-2023,07-05-2023,2,93.63,Santé Gourmet,Erling Skakkes gate 78,Stavern,,4110,Norway,05-05-2023,71,17.2,15,0,258
10387,SANTG,1,02-06-2023,07-05-2023,2,93.63,Santé Gourmet,Erling Skakkes gate 78,Stavern,,4110,Norway,05-05-2023,24,3.6,15,0,54
10384,BERGS,3,31-05-2023,07-05-2023,3,168.64,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,03-05-2023,20,64.8,28,0,1814.4
10384,BERGS,3,31-05-2023,07-05-2023,3,168.64,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,03-05-2023,60,27.2,15,0,408
10382,ERNSH,4,28-05-2023,03-05-2023,1,94.77,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,30-04-2023,74,8,50,0,400
10382,ERNSH,4,28-05-2023,03-05-2023,1,94.77,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,30-04-2023,33,2,60,0,120
10382,ERNSH,4,28-05-2023,03-05-2023,1,94.77,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,30-04-2023,29,99,14,0,1386
10382,ERNSH,4,28-05-2023,03-05-2023,1,94.77,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,30-04-2023,18,50,9,0,450
10382,ERNSH,4,28-05-2023,03-05-2023,1,94.77,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,30-04-2023,5,17,32,0,544
10378,FOLKO,5,25-05-2023,06-05-2023,3,5.44,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden,27-04-2023,71,17.2,6,0,103.2
10374,WOLZA,1,20-05-2023,26-04-2023,3,3.94,Wolski Zajazd,ul. Filtrowa 68,Warszawa,,01-012,Poland,22-04-2023,58,10.6,15,0,159
10374,WOLZA,1,20-05-2023,26-04-2023,3,3.94,Wolski Zajazd,ul. Filtrowa 68,Warszawa,,01-012,Poland,22-04-2023,31,10,30,0,300
10370,CHOPS,6,18-05-2023,14-05-2023,2,1.17,Chop-suey Chinese,Hauptstr. 31,Bern,,3012,Switzerland,20-04-2023,64,26.6,30,0,798
10368,ERNSH,2,14-05-2023,19-04-2023,2,101.95,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,16-04-2023,57,15.6,25,0,390
10366,GALED,8,27-05-2023,17-05-2023,2,10.14,Galería del gastronómo,"Rambla de Cataluña, 23",Barcelona,,8022,Spain,15-04-2023,65,16.8,5,0,84
10366,GALED,8,27-05-2023,17-05-2023,2,10.14,Galería del gastronómo,"Rambla de Cataluña, 23",Barcelona,,8022,Spain,15-04-2023,77,10.4,5,0,52
10367,VAFFE,7,13-05-2023,19-04-2023,3,13.55,Vaffeljernet,Smagsloget 45,Århus,,8200,Denmark,15-04-2023,54,5.9,18,0,106.2
10367,VAFFE,7,13-05-2023,19-04-2023,3,13.55,Vaffeljernet,Smagsloget 45,Århus,,8200,Denmark,15-04-2023,77,10.4,7,0,72.8
10367,VAFFE,7,13-05-2023,19-04-2023,3,13.55,Vaffeljernet,Smagsloget 45,Århus,,8200,Denmark,15-04-2023,34,11.2,36,0,403.2
10367,VAFFE,7,13-05-2023,19-04-2023,3,13.55,Vaffeljernet,Smagsloget 45,Århus,,8200,Denmark,15-04-2023,65,16.8,15,0,252
10364,EASTC,1,25-05-2023,21-04-2023,1,71.97,Eastern Connection,35 King George,London,,WX3 6FW,UK,13-04-2023,71,17.2,5,0,86
10364,EASTC,1,25-05-2023,21-04-2023,1,71.97,Eastern Connection,35 King George,London,,WX3 6FW,UK,13-04-2023,69,28.8,30,0,864
10352,FURIB,3,13-04-2023,05-04-2023,3,1.3,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,1675,Portugal,30-03-2023,24,3.6,10,0,36
10351,ERNSH,1,26-04-2023,07-04-2023,1,162.33,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,29-03-2023,41,7.7,13,0,100.1
10341,SIMOB,7,13-04-2023,23-03-2023,3,26.78,Simons bistro,Vinbæltet 34,Kobenhavn,,1734,Denmark,16-03-2023,33,2,8,0,16
10333,WARTH,5,02-04-2023,12-03-2023,3,0.59,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,05-03-2023,14,18.6,10,0,186
10328,FURIB,4,29-03-2023,04-03-2023,3,87.03,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,1675,Portugal,01-03-2023,59,44,9,0,396
10328,FURIB,4,29-03-2023,04-03-2023,3,87.03,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,1675,Portugal,01-03-2023,68,10,10,0,100
10328,FURIB,4,29-03-2023,04-03-2023,3,87.03,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,1675,Portugal,01-03-2023,65,16.8,40,0,672
10326,BOLID,4,25-03-2023,01-03-2023,2,77.92,Bólido Comidas preparadas,"C/ Araquil, 67",Madrid,,28023,Spain,25-02-2023,75,6.2,50,0,310
10326,BOLID,4,25-03-2023,01-03-2023,2,77.92,Bólido Comidas preparadas,"C/ Araquil, 67",Madrid,,28023,Spain,25-02-2023,57,15.6,16,0,249.6
10326,BOLID,4,25-03-2023,01-03-2023,2,77.92,Bólido Comidas preparadas,"C/ Araquil, 67",Madrid,,28023,Spain,25-02-2023,4,17.6,24,0,422.4
